,PREDDEG,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_MEN
0,3.0,1.0,5098.0,0.0184,0.8978,0.0114,0.0014,0.0027,0.001,0.0108,0.0086,0.0479,0.406
1,3.0,1.0,13284.0,0.5297,0.2458,0.0669,0.0767,0.0021,0.0004,0.0483,0.0233,0.0068,0.379
2,3.0,2.0,251.0,0.247,0.6932,0.0438,0.0,0.0,0.004,0.0,0.0,0.012,0.3147
3,3.0,1.0,7358.0,0.7196,0.0871,0.061,0.0357,0.008,0.0012,0.0446,0.0166,0.0261,0.5953
4,3.0,1.0,3495.0,0.0152,0.9259,0.0129,0.002,0.0017,0.0014,0.0132,0.0166,0.0112,0.3505
5,3.0,1.0,30725.0,0.7676,0.105,0.0549,0.0137,0.0037,0.0008,0.0356,0.0127,0.006,0.4385
6,2.0,1.0,940.0,0.7245,0.1947,0.0287,0.0021,0.0021,0.0,0.034,0.0064,0.0074,0.3915
7,3.0,1.0,2511.0,0.7634,0.1243,0.0426,0.0056,0.0131,0.0004,0.0307,0.0008,0.0191,0.2951
8,3.0,1.0,3742.0,0.4129,0.4487,0.0131,0.0283,0.004,0.0011,0.0371,0.0484,0.0064,0.3314
9,3.0,1.0,24782.0,0.8181,0.0461,0.0382,0.0238,0.0027,0.0005,0.0281,0.0396,0.0028,0.5047
10,3.0,2.0,1048.0,0.729,0.1603,0.0573,0.0258,0.0038,0.0,0.0095,0.0143,0.0,0.4895
11,1.0,1.0,1107.0,0.3406,0.4833,0.0641,0.0063,0.0018,0.0027,0.0614,0.0036,0.0361,0.3406
12,3.0,3.0,337.0,0.2582,0.6884,0.0237,0.0059,0.0,0.003,0.003,0.003,0.0148,0.1543
13,2.0,1.0,1336.0,0.6198,0.1991,0.0584,0.0075,0.0075,0.0015,0.0539,0.0067,0.0457,0.5277
14,2.0,1.0,5217.0,0.6396,0.2375,0.0339,0.0073,0.0155,0.0004,0.0447,0.0046,0.0165,0.3592
15,3.0,2.0,1696.0,0.4599,0.4133,0.0318,0.0118,0.0018,0.0029,0.0265,0.0313,0.0206,0.4287
16,2.0,1.0,3513.0,0.6812,0.2024,0.0603,0.0043,0.0026,0.0014,0.0333,0.008,0.0065,0.3746
17,1.0,3.0,57.0,0.8421,0.0,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0351
18,1.0,1.0,3191.0,0.5544,0.3231,0.0533,0.0081,0.0025,0.0006,0.0382,0.0019,0.0179,0.2977
19,1.0,1.0,4303.0,0.798,0.0734,0.0785,0.0072,0.006,0.0005,0.0265,0.0063,0.0035,0.3233
20,2.0,1.0,942.0,0.1645,0.7834,0.0138,0.0074,0.0,0.0,0.0202,0.0042,0.0064,0.3323
21,1.0,2.0,608.0,0.3059,0.6151,0.0263,0.0066,0.0016,0.0016,0.0214,0.0,0.0214,0.2336
22,3.0,2.0,838.0,0.6599,0.2017,0.0632,0.0072,0.0048,0.0,0.043,0.0,0.0203,0.5513
23,3.0,2.0,71.0,0.8873,0.0563,0.0423,0.0,0.0,0.0,0.0141,0.0,0.0,0.8873
24,1.0,1.0,688.0,0.2253,0.6686,0.0349,0.0073,0.0131,0.0015,0.0436,0.0044,0.0015,0.4186
25,1.0,1.0,400.0,0.435,0.5475,0.01,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.7575
26,3.0,1.0,6992.0,0.626,0.2541,0.0037,0.0064,0.0054,0.0014,0.0,0.0159,0.087,0.3923
27,2.0,1.0,6143.0,0.5982,0.2559,0.0698,0.0192,0.0021,0.0,0.0273,0.016,0.0114,0.356
28,1.0,1.0,6795.0,0.6235,0.1812,0.0846,0.0212,0.0132,0.001,0.0565,0.0079,0.0107,0.4321
29,2.0,1.0,2779.0,0.1223,0.8035,0.0338,0.0018,0.0014,0.0,0.0306,0.0036,0.0029,0.3383
30,3.0,1.0,2310.0,0.4472,0.3866,0.0225,0.0017,0.0117,0.0004,0.0173,0.0286,0.084,0.3043
31,2.0,1.0,1129.0,0.6811,0.2436,0.0257,0.0062,0.0044,0.0,0.0363,0.0009,0.0018,0.349
32,2.0,1.0,314.0,0.5955,0.2134,0.0732,0.0318,0.0096,0.0064,0.0541,0.0,0.0159,0.7389
33,3.0,2.0,1517.0,0.0343,0.9426,0.0092,0.0,0.0007,0.0,0.0,0.0,0.0132,0.4661
34,3.0,2.0,1112.0,0.6448,0.1592,0.0036,0.0171,0.0225,0.0171,0.0207,0.0351,0.08,0.3435
35,3.0,1.0,2184.0,0.668,0.1694,0.06,0.0073,0.0032,0.0014,0.0398,0.033,0.0179,0.3608
36,1.0,1.0,2095.0,0.7437,0.1169,0.0893,0.0043,0.0067,0.0005,0.032,0.0048,0.0019,0.3709
37,3.0,1.0,5165.0,0.7344,0.121,0.0426,0.0114,0.0052,0.0006,0.0379,0.0403,0.0066,0.3636
38,1.0,1.0,1565.0,0.7265,0.0256,0.1482,0.0058,0.0166,0.0006,0.0658,0.0096,0.0013,0.3272
39,3.0,2.0,1353.0,0.0015,0.8004,0.0828,0.0007,0.0015,0.0007,0.0273,0.0806,0.0044,0.4339
40,1.0,1.0,254.0,0.3071,0.6575,0.0118,0.0079,0.0,0.0,0.0157,0.0,0.0,0.3504
41,2.0,1.0,1885.0,0.2159,0.6727,0.0292,0.0122,0.0058,0.0016,0.0302,0.0164,0.0159,0.3252
42,3.0,2.0,3604.0,0.8513,0.0602,0.0402,0.0111,0.0011,0.0006,0.0233,0.0108,0.0014,0.333
43,2.0,1.0,4018.0,0.5142,0.4124,0.0329,0.0067,0.004,0.0005,0.0204,0.0045,0.0045,0.3868
44,2.0,1.0,1537.0,0.6916,0.067,0.1757,0.0059,0.0033,0.0026,0.0351,0.0059,0.013,0.3722
45,3.0,1.0,8631.0,0.6013,0.2233,0.0467,0.0393,0.0066,0.0013,0.0431,0.0111,0.0273,0.3871
46,3.0,2.0,989.0,0.6289,0.1405,0.0849,0.0162,0.0061,0.001,0.0192,0.0576,0.0455,0.4146
47,3.0,2.0,721.0,0.0596,0.9279,0.0055,0.0014,0.0055,0.0,0.0,0.0,0.0,0.4341
48,3.0,2.0,1144.0,0.0297,0.8444,0.0463,0.0009,0.0026,0.0009,0.014,0.0524,0.0087,0.493
49,2.0,1.0,1522.0,0.1827,0.7398,0.0322,0.0118,0.0026,0.0013,0.0184,0.002,0.0092,0.3955
50,3.0,1.0,10916.0,0.5297,0.3269,0.0453,0.0063,0.0029,0.0012,0.0407,0.0178,0.0292,0.3499
51,3.0,2.0,2184.0,0.0078,0.9093,0.0041,0.006,0.0041,0.0009,0.0302,0.0,0.0375,0.3736
52,3.0,2.0,68.0,0.4853,0.2206,0.1324,0.0147,0.0147,0.0,0.0588,0.0147,0.0588,0.7353
53,1.0,1.0,2291.0,0.7324,0.1855,0.0271,0.0044,0.0013,0.0,0.0323,0.0,0.017,0.3684
54,3.0,1.0,7284.0,0.4942,0.0339,0.1001,0.0951,0.0563,0.0347,0.124,0.0177,0.0439,0.3937
55,3.0,2.0,37.0,0.8919,0.027,0.0,0.027,0.0,0.027,0.027,0.0,0.0,0.6757
56,3.0,1.0,4108.0,0.5241,0.037,0.0859,0.0243,0.1446,0.0063,0.1083,0.0131,0.0562,0.4092
57,1.0,1.0,999.0,0.5626,0.009,0.0801,0.04,0.1221,0.017,0.1271,0.005,0.037,0.3183
58,3.0,2.0,347.0,0.3055,0.0317,0.1037,0.049,0.2334,0.0115,0.1354,0.0029,0.1268,0.2219
59,1.0,1.0,259.0,0.4865,0.0039,0.0232,0.0154,0.2471,0.0039,0.0772,0.0,0.1429,0.7452
60,1.0,3.0,2215.0,0.3738,0.0519,0.1359,0.0284,0.1025,0.0388,0.0817,0.0005,0.1865,0.2573
61,1.0,3.0,317.0,0.3186,0.0915,0.0915,0.2208,0.1861,0.0126,0.0473,0.0,0.0315,0.1325
62,1.0,3.0,138.0,0.2319,0.087,0.4928,0.0072,0.0072,0.0,0.0435,0.0,0.1304,0.0362
63,1.0,3.0,1281.0,0.2108,0.0898,0.5433,0.0203,0.0406,0.0023,0.0164,0.0062,0.0703,0.2045
64,1.0,3.0,591.0,0.269,0.0795,0.4382,0.0338,0.0897,0.0034,0.0068,0.0118,0.0677,0.1117
65,1.0,3.0,517.0,0.1857,0.0774,0.6306,0.0193,0.0174,0.0019,0.0135,0.0058,0.0484,0.1547
66,1.0,3.0,48.0,0.25,0.125,0.4792,0.0208,0.0208,0.0,0.1042,0.0,0.0,0.0625
67,1.0,3.0,398.0,0.299,0.1281,0.3894,0.0151,0.1156,0.0025,0.0427,0.0,0.0075,0.902
68,1.0,3.0,1000.0,0.261,0.127,0.302,0.047,0.057,0.006,0.025,0.038,0.137,0.123
69,3.0,1.0,64216.0,0.4637,0.044,0.262,0.0837,0.0114,0.0019,0.0506,0.0618,0.0209,0.5032
70,2.0,1.0,7388.0,0.1174,0.0119,0.6913,0.0072,0.0095,0.0011,0.0149,0.0138,0.1331,0.4119
71,3.0,1.0,36560.0,0.4963,0.0406,0.2842,0.0502,0.0128,0.002,0.0492,0.0453,0.0195,0.4398
72,2.0,1.0,4388.0,0.4088,0.0624,0.3731,0.0201,0.0367,0.0034,0.0431,0.01,0.0424,0.3687
73,1.0,3.0,56.0,0.6071,0.0179,0.1964,0.0,0.0536,0.0,0.0,0.0,0.125,0.0536
74,2.0,1.0,2922.0,0.3597,0.053,0.4942,0.0127,0.0089,0.0031,0.0428,0.0168,0.0089,0.4179
75,1.0,3.0,43.0,0.3023,0.2558,0.1163,0.0233,0.0233,0.0,0.0233,0.0,0.2558,0.0465
76,1.0,3.0,377.0,0.3793,0.1141,0.3793,0.0027,0.0239,0.0053,0.0212,0.0,0.0743,0.0292
77,2.0,1.0,3187.0,0.6153,0.021,0.2294,0.0094,0.0624,0.0041,0.0144,0.0069,0.037,0.4073
78,3.0,2.0,3015.0,0.5864,0.0202,0.1516,0.0624,0.0063,0.0036,0.0647,0.0806,0.0242,0.7333
79,4.0,2.0,,,,,,,,,,,
80,1.0,1.0,10528.0,0.3749,0.0666,0.422,0.0444,0.0136,0.0021,0.0461,0.0089,0.0215,0.4382
81,3.0,3.0,64210.0,0.4855,0.1499,0.2302,0.0317,0.0095,0.0066,0.0456,0.0137,0.0274,0.2923
82,1.0,1.0,3691.0,0.285,0.1084,0.4787,0.0393,0.0322,0.0027,0.0398,0.0016,0.0122,0.33
83,2.0,1.0,12167.0,0.4452,0.0593,0.336,0.0396,0.0341,0.0039,0.0472,0.0146,0.0201,0.4593
84,1.0,1.0,2622.0,0.6472,0.0133,0.2475,0.0156,0.0206,0.0061,0.0297,0.0072,0.0126,0.3032
85,1.0,3.0,779.0,0.6098,0.0488,0.1528,0.0039,0.0218,0.0077,0.1232,0.0,0.0321,0.932
86,2.0,1.0,1224.0,0.009,0.0025,0.0033,0.0,0.9796,0.0008,0.0008,0.0033,0.0008,0.2353
87,3.0,1.0,23772.0,0.5602,0.0309,0.2608,0.0218,0.0283,0.0027,0.0567,0.0167,0.0219,0.3646
88,1.0,1.0,1124.0,0.4235,0.0009,0.1201,0.0107,0.3888,0.0036,0.0125,0.0,0.04,0.3096
89,3.0,2.0,348.0,0.4856,0.0718,0.3132,0.0259,0.0201,0.0,0.0057,0.0,0.0776,0.2443
90,1.0,1.0,6674.0,0.2206,0.0947,0.5641,0.0292,0.025,0.001,0.0366,0.0078,0.021,0.3394
91,1.0,1.0,13128.0,0.3537,0.0491,0.4911,0.0275,0.0197,0.003,0.0264,0.0094,0.0201,0.4109
92,1.0,3.0,2485.0,0.3513,0.0861,0.3911,0.0503,0.0225,0.0068,0.0849,0.0012,0.0056,0.1803
93,1.0,3.0,782.0,0.1662,0.0205,0.4872,0.0141,0.2174,0.0026,0.0818,0.0,0.0102,0.1611
94,3.0,2.0,383.0,0.6789,0.0287,0.0444,0.0183,0.0235,0.0026,0.0261,0.0052,0.1723,0.3446
95,1.0,3.0,1007.0,0.3456,0.1053,0.3297,0.0129,0.1559,0.0089,0.005,0.0,0.0367,0.9275
96,1.0,1.0,3824.0,0.4603,0.1015,0.3154,0.0256,0.0199,0.0029,0.0515,0.0008,0.0222,0.3575
97,1.0,3.0,12.0,0.9167,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,1.0
98,2.0,1.0,4764.0,0.5267,0.051,0.2655,0.0298,0.0432,0.0017,0.051,0.0076,0.0235,0.4265
99,1.0,1.0,2395.0,0.1495,0.1457,0.5754,0.0225,0.0355,0.0025,0.0463,0.005,0.0175,0.4071
100,3.0,2.0,1012.0,0.4634,0.1067,0.2806,0.0119,0.0148,0.0059,0.0751,0.0326,0.0089,0.6126
101,2.0,3.0,1995.0,0.2692,0.0241,0.2135,0.016,0.0386,0.019,0.0872,0.0,0.3323,0.9559
102,1.0,1.0,4004.0,0.6216,0.0125,0.2145,0.0115,0.024,0.004,0.0355,0.0025,0.0739,0.3986
103,3.0,1.0,5025.0,0.4917,0.2521,0.0289,0.0225,0.0092,0.0,0.1522,0.0338,0.0096,0.3584
104,3.0,1.0,1072.0,0.6427,0.1185,0.0849,0.0662,0.0028,0.0,0.0308,0.0019,0.0522,0.1455
105,3.0,2.0,414.0,0.0821,0.7971,0.0338,0.0,0.0024,0.0097,0.0169,0.0145,0.0435,0.7826
106,1.0,3.0,28.0,0.2143,0.5714,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0714
107,1.0,3.0,33.0,0.7576,0.0303,0.1818,0.0,0.0,0.0303,0.0,0.0,0.0,0.0
108,3.0,2.0,576.0,0.5747,0.0642,0.0955,0.0191,0.0104,0.0035,0.0069,0.0764,0.1493,0.5885
109,1.0,3.0,62.0,0.1129,0.8548,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.7581
110,1.0,3.0,25.0,0.76,0.12,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.04
111,3.0,1.0,24001.0,0.7387,0.0446,0.1039,0.0279,0.0077,0.0012,0.0467,0.018,0.0111,0.4392
112,3.0,1.0,2444.0,0.0286,0.9043,0.0221,0.0025,0.0053,0.0004,0.0233,0.0106,0.0029,0.4088
113,2.0,1.0,1787.0,0.8428,0.0571,0.0526,0.0101,0.005,0.0028,0.0269,0.0,0.0028,0.3654
114,3.0,1.0,7478.0,0.7113,0.14,0.0444,0.0102,0.0028,0.0007,0.0321,0.0508,0.0078,0.3728
115,3.0,1.0,6467.0,0.7299,0.0721,0.0971,0.0156,0.0076,0.0009,0.0492,0.0277,0.0,0.441
116,1.0,1.0,1946.0,0.5206,0.2929,0.0704,0.0051,0.0015,0.0,0.1033,0.0051,0.001,0.4147
117,1.0,3.0,38.0,0.6842,0.2895,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2.0,2.0,666.0,0.5961,0.2883,0.0646,0.012,0.0045,0.0,0.03,0.0,0.0045,0.1216
119,1.0,1.0,1068.0,0.8979,0.0309,0.0365,0.0037,0.0009,0.0019,0.0215,0.0,0.0066,0.3174
120,3.0,1.0,7763.0,0.6571,0.1671,0.0642,0.0219,0.003,0.001,0.0468,0.0366,0.0024,0.3843
121,3.0,2.0,546.0,0.619,0.1575,0.0971,0.0055,0.0128,0.0018,0.0531,0.0311,0.022,0.5476
122,1.0,1.0,858.0,0.521,0.1515,0.2681,0.0047,0.0105,0.0012,0.0431,0.0,0.0,0.3089
123,3.0,2.0,170.0,0.7765,0.1941,0.0118,0.0059,0.0,0.0,0.0,0.0,0.0118,0.5588
124,1.0,1.0,606.0,0.4884,0.4472,0.0231,0.005,0.0033,0.0033,0.0248,0.005,0.0,0.2756
125,1.0,3.0,62.0,0.1613,0.8065,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0161
126,1.0,3.0,330.0,0.603,0.2273,0.097,0.0061,0.0364,0.0,0.0212,0.003,0.0061,0.0636
127,1.0,1.0,1903.0,0.7183,0.1161,0.1156,0.0179,0.0163,0.0,0.0,0.0,0.0158,0.3789
128,1.0,1.0,698.0,0.8195,0.0258,0.0802,0.0086,0.0072,0.0014,0.0473,0.01,0.0,0.3023
129,3.0,2.0,3262.0,0.7961,0.0515,0.0389,0.0135,0.0037,0.0009,0.0356,0.0589,0.0009,0.4418
130,3.0,1.0,2205.0,0.6454,0.1755,0.0653,0.0186,0.0027,0.0086,0.0644,0.015,0.0045,0.4726
131,3.0,2.0,1103.0,0.689,0.0752,0.0943,0.039,0.0054,0.0009,0.0508,0.0218,0.0236,0.4887
132,1.0,3.0,85.0,0.8,0.1412,0.0471,0.0,0.0,0.0,0.0118,0.0,0.0,0.0353
133,2.0,2.0,66.0,0.6364,0.303,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.1212
134,3.0,2.0,1381.0,0.7147,0.0152,0.076,0.0181,0.0159,0.0007,0.0608,0.0789,0.0196,0.4019
135,1.0,3.0,196.0,0.6531,0.0969,0.1888,0.0,0.0561,0.0,0.0051,0.0,0.0,0.0102
136,1.0,3.0,53.0,0.6792,0.0755,0.1321,0.0,0.0755,0.0,0.0377,0.0,0.0,0.0
137,1.0,1.0,525.0,0.341,0.541,0.0514,0.0057,0.0038,0.0038,0.0324,0.021,0.0,0.3486
138,1.0,1.0,786.0,0.6005,0.3295,0.0509,0.0115,0.0038,0.0,0.0038,0.0,0.0,0.3422
139,1.0,3.0,33.0,0.0,0.9697,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.6667
140,1.0,1.0,1161.0,0.82,0.0241,0.0801,0.0069,0.0009,0.0026,0.0439,0.0052,0.0164,0.3798
141,1.0,1.0,155.0,0.471,0.0323,0.3613,0.0387,0.0129,0.0194,0.0516,0.0,0.0129,0.6839
142,3.0,2.0,1572.0,0.7964,0.0776,0.0573,0.0115,0.0025,0.0,0.0337,0.021,0.0,0.4262
143,1.0,1.0,424.0,0.6321,0.2406,0.0566,0.0142,0.0024,0.0,0.0542,0.0,0.0,0.2807
144,1.0,1.0,627.0,0.9522,0.0159,0.0159,0.008,0.008,0.0,0.0,0.0,0.0,0.2456
145,3.0,2.0,775.0,0.4129,0.0542,0.1303,0.009,0.009,0.0026,0.0323,0.2903,0.0594,0.4735
146,1.0,1.0,1586.0,0.7213,0.0845,0.1103,0.0057,0.0019,0.0,0.0479,0.0195,0.0088,0.3726
147,3.0,2.0,709.0,0.0028,0.9041,0.0141,0.0014,0.0,0.0113,0.0113,0.0536,0.0014,0.3611
148,1.0,1.0,611.0,0.3977,0.5532,0.0295,0.0065,0.0016,0.0,0.0115,0.0,0.0,0.3093
149,1.0,1.0,808.0,0.1943,0.5668,0.2203,0.005,0.0025,0.0,0.0099,0.0,0.0012,0.2649
150,1.0,3.0,37.0,0.5676,0.3784,0.027,0.0,0.0,0.0,0.027,0.0,0.0,0.0
151,1.0,1.0,4110.0,0.4187,0.39,0.0669,0.0153,0.0036,0.0017,0.047,0.0041,0.0526,0.3341
152,1.0,1.0,760.0,0.5434,0.3276,0.1,0.0039,0.0013,0.0,0.0145,0.0,0.0092,0.25
153,1.0,1.0,529.0,0.7637,0.0284,0.0964,0.0076,0.0227,0.0,0.017,0.0567,0.0076,0.38
154,1.0,3.0,118.0,0.8051,0.0339,0.1271,0.0,0.0339,0.0,0.0,0.0,0.0,0.0169
155,1.0,3.0,84.0,0.8571,0.0833,0.0357,0.0,0.0119,0.0,0.0119,0.0,0.0,0.0119
156,2.0,2.0,245.0,0.2041,0.7673,0.0122,0.0,0.0041,0.0,0.0041,0.0,0.0082,0.3061
157,3.0,2.0,593.0,0.7538,0.1046,0.0337,0.0,0.0051,0.0017,0.0253,0.0759,0.0,0.4857
158,1.0,1.0,889.0,0.5096,0.3768,0.0562,0.0045,0.0022,0.0011,0.027,0.0191,0.0034,0.2745
159,3.0,1.0,2795.0,0.6097,0.2114,0.0504,0.0072,0.0029,0.0004,0.0512,0.0193,0.0476,0.4444
160,1.0,1.0,725.0,0.4703,0.4221,0.0441,0.0,0.0014,0.0014,0.0552,0.0055,0.0,0.4566
161,1.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,3.0,1.0,4188.0,0.6086,0.0375,0.1538,0.0549,0.0236,0.0012,0.1053,0.015,0.0,0.393
163,3.0,3.0,5294.0,0.2055,0.095,0.146,0.0518,0.0045,0.0032,0.0442,0.1861,0.2637,0.4343
164,4.0,2.0,,,,,,,,,,,
165,2.0,1.0,3629.0,0.1769,0.183,0.2508,0.2521,0.0008,0.0061,0.0703,0.0333,0.0267,0.4299
166,2.0,1.0,7389.0,0.2137,0.0202,0.6707,0.0313,0.0035,0.0054,0.0332,0.0016,0.0204,0.4449
167,2.0,2.0,217.0,0.4101,0.0922,0.1244,0.0092,0.0092,0.0,0.0645,0.2811,0.0092,0.4516
168,4.0,2.0,,,,,,,,,,,
169,4.0,2.0,,,,,,,,,,,
170,1.0,3.0,185.0,0.1243,0.0162,0.7568,0.0757,0.0108,0.0,0.0054,0.0,0.0108,0.2865
171,1.0,3.0,1902.0,0.072,0.1335,0.6146,0.123,0.0053,0.01,0.0405,0.0,0.0011,0.2087
172,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,2.0,1.0,22837.0,0.3952,0.0701,0.2804,0.121,0.0057,0.0105,0.0584,0.0027,0.0559,0.4812
174,2.0,1.0,9670.0,0.164,0.1223,0.6126,0.0386,0.0023,0.0018,0.0411,0.0006,0.0168,0.4179
175,3.0,2.0,2026.0,0.116,0.0143,0.0908,0.3174,0.0005,0.003,0.0321,0.426,0.0,0.4166
176,1.0,3.0,180.0,0.1778,0.3056,0.4444,0.0167,0.0111,0.0,0.0222,0.0,0.0222,0.2889
177,1.0,3.0,43.0,0.3488,0.1163,0.4651,0.0,0.0,0.0465,0.0,0.0,0.0233,0.814
178,3.0,2.0,3937.0,0.3023,0.0625,0.3719,0.1229,0.0033,0.0079,0.0572,0.032,0.0401,0.3172
179,2.0,1.0,16900.0,0.2002,0.0509,0.654,0.0408,0.003,0.0012,0.0337,0.002,0.0143,0.4422
180,2.0,1.0,2071.0,0.2376,0.1685,0.465,0.0285,0.0087,0.0145,0.0608,0.0034,0.013,0.3047
181,1.0,3.0,406.0,0.0911,0.1502,0.5936,0.0665,0.0049,0.0099,0.0714,0.0,0.0123,0.1552
182,3.0,2.0,264.0,0.0568,0.1212,0.2008,0.1174,0.0114,0.0,0.0303,0.4583,0.0038,0.7727
183,3.0,2.0,3592.0,0.4365,0.0317,0.206,0.1526,0.0025,0.0056,0.0704,0.0571,0.0376,0.38
184,1.0,3.0,241.0,0.1743,0.0581,0.639,0.1286,0.0,0.0,0.0,0.0,0.0,0.9959
185,2.0,3.0,1361.0,0.4328,0.1969,0.0771,0.0132,0.0191,0.0059,0.0808,0.0,0.1741,0.2895
186,2.0,1.0,8579.0,0.5051,0.0252,0.3118,0.0562,0.0108,0.0035,0.0629,0.0098,0.0147,0.4344
187,3.0,2.0,84.0,0.5238,0.1071,0.131,0.0476,0.0,0.0,0.1071,0.0119,0.0714,0.1905
188,2.0,1.0,8035.0,0.4021,0.0107,0.4864,0.0314,0.0014,0.0027,0.0512,0.005,0.0092,0.4167
189,3.0,2.0,8234.0,0.3515,0.0664,0.3918,0.0634,0.0055,0.0089,0.0576,0.0216,0.0334,0.3651
190,3.0,2.0,1239.0,0.1776,0.0404,0.1461,0.1525,0.0,0.0016,0.0686,0.3777,0.0355,0.364
191,4.0,1.0,,,,,,,,,,,
192,3.0,2.0,987.0,0.227,0.0253,0.2229,0.3455,0.001,0.001,0.0942,0.079,0.0041,0.5532
193,3.0,2.0,2588.0,0.3949,0.039,0.3918,0.0537,0.0023,0.005,0.0622,0.0298,0.0213,0.4672
194,3.0,1.0,21090.0,0.5302,0.0069,0.1944,0.137,0.0012,0.0024,0.0757,0.0203,0.0318,0.5128
195,1.0,3.0,227.0,0.2203,0.0396,0.2731,0.0529,0.0,0.0044,0.0308,0.0044,0.3744,0.326
196,3.0,1.0,8870.0,0.1393,0.0416,0.6362,0.0661,0.003,0.0021,0.0218,0.0406,0.0493,0.3435
197,3.0,1.0,9161.0,0.1859,0.0205,0.5884,0.093,0.0019,0.0065,0.0259,0.0349,0.043,0.3293
198,3.0,1.0,16595.0,0.1083,0.0478,0.6897,0.0527,0.0014,0.0014,0.0209,0.0503,0.0274,0.3745
199,3.0,1.0,26802.0,0.1411,0.0293,0.5032,0.2211,0.0011,0.002,0.0352,0.0415,0.0256,0.5362
200,3.0,1.0,14343.0,0.4293,0.0277,0.3655,0.0572,0.0043,0.0025,0.0533,0.0234,0.0367,0.4549
201,3.0,1.0,15214.0,0.0515,0.1097,0.6744,0.0686,0.0013,0.0025,0.02,0.0463,0.0257,0.3691
202,3.0,1.0,21826.0,0.167,0.029,0.5794,0.1238,0.0032,0.0015,0.0251,0.0446,0.0263,0.398
203,3.0,1.0,35502.0,0.1633,0.0197,0.4895,0.2211,0.0007,0.0019,0.0379,0.0428,0.0231,0.4116
204,3.0,1.0,12047.0,0.1489,0.0929,0.3834,0.2286,0.0012,0.0114,0.0492,0.0486,0.0357,0.3985
205,3.0,1.0,33765.0,0.1591,0.0368,0.4683,0.2135,0.0009,0.0024,0.0435,0.054,0.0215,0.4227
206,3.0,1.0,23506.0,0.0439,0.0373,0.7199,0.1117,0.0011,0.0009,0.0141,0.0516,0.0196,0.4062
207,3.0,1.0,34436.0,0.2018,0.0468,0.5385,0.0877,0.0008,0.0015,0.0298,0.0571,0.0361,0.4505
208,3.0,1.0,29370.0,0.238,0.0636,0.3642,0.1949,0.0023,0.0089,0.0579,0.0356,0.0346,0.4281
209,3.0,1.0,31811.0,0.2072,0.0213,0.198,0.3491,0.0011,0.0015,0.0585,0.1314,0.0318,0.454
210,3.0,1.0,31637.0,0.2136,0.0194,0.2365,0.2963,0.0007,0.0028,0.0591,0.155,0.0166,0.3983
211,3.0,1.0,29438.0,0.133,0.021,0.2582,0.3698,0.0009,0.0019,0.0504,0.1522,0.0127,0.454
212,3.0,1.0,32122.0,0.2623,0.032,0.2169,0.2913,0.0016,0.0018,0.0671,0.0999,0.0271,0.4023
213,3.0,1.0,22817.0,0.1122,0.0331,0.4069,0.3552,0.001,0.0025,0.0456,0.0326,0.0108,0.4701
214,3.0,1.0,33339.0,0.1897,0.0163,0.2196,0.3355,0.0009,0.0015,0.0561,0.1615,0.0189,0.4871
215,4.0,1.0,,,,,,,,,,,
216,3.0,1.0,23081.0,0.3186,0.0177,0.2541,0.1837,0.001,0.0011,0.0872,0.1097,0.0268,0.4383
217,3.0,1.0,17864.0,0.3145,0.0194,0.2786,0.2283,0.001,0.0015,0.0814,0.057,0.0183,0.5217
218,3.0,3.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25
219,1.0,3.0,63.0,0.254,0.0,0.5238,0.0317,0.0476,0.1111,0.0317,0.0,0.0,0.0
220,3.0,2.0,14.0,0.2857,0.1429,0.2857,0.2143,0.0,0.0,0.0,0.0,0.0714,0.7143
221,3.0,2.0,22.0,0.0,0.1818,0.0455,0.1364,0.0,0.0,0.0,0.6364,0.0,0.4091
222,1.0,3.0,94.0,0.2872,0.0957,0.4149,0.0532,0.0,0.0213,0.1277,0.0,0.0,0.2234
223,3.0,2.0,959.0,0.3754,0.0386,0.1376,0.0918,0.0042,0.0021,0.0636,0.2471,0.0396,0.4171
224,3.0,1.0,880.0,0.4614,0.0284,0.2216,0.1114,0.0057,0.0136,0.1091,0.0057,0.0432,0.8068
225,4.0,2.0,,,,,,,,,,,
226,2.0,1.0,3859.0,0.2433,0.0215,0.4006,0.1879,0.001,0.0158,0.0492,0.0464,0.0342,0.3846
