,PREDDEG,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_MEN
4505,2.0,3.0,543.0,0.3444,0.175,0.2947,0.0092,0.0055,0.0037,0.0442,0.0184,0.105,0.4438
4506,1.0,3.0,298.0,0.2517,0.3121,0.3557,0.0436,0.0,0.0,0.0101,0.0034,0.0235,0.4832
4507,1.0,3.0,364.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4698
4508,1.0,3.0,90.0,0.4556,0.3667,0.1,0.0,0.0,0.0,0.0556,0.0,0.0222,0.1
4509,1.0,3.0,108.0,0.2407,0.7407,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.8889
4510,1.0,3.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5057
4511,4.0,3.0,,,,,,,,,,,
4512,1.0,3.0,248.0,0.0847,0.6048,0.0605,0.004,0.0,0.0,0.0282,0.0,0.2177,0.0685
4513,1.0,3.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667
4514,3.0,2.0,58.0,0.1207,0.8448,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.4138
4515,3.0,3.0,2273.0,0.4457,0.1733,0.1914,0.1219,0.0114,0.0185,0.0075,0.0004,0.0299,0.1364
4516,1.0,3.0,131.0,0.0076,0.9542,0.0305,0.0,0.0,0.0076,0.0,0.0,0.0,0.5573
4517,2.0,3.0,619.0,0.0145,0.5008,0.042,0.3764,0.0016,0.0,0.0016,0.0,0.063,0.0533
4518,1.0,3.0,141.0,0.5532,0.0284,0.2766,0.0213,0.0284,0.0355,0.0567,0.0,0.0,0.0213
4519,1.0,3.0,185.0,0.2,0.7459,0.0216,0.0054,0.0,0.0,0.0054,0.0,0.0216,0.1027
4520,1.0,3.0,303.0,0.0099,0.9076,0.0429,0.0066,0.0066,0.0099,0.0165,0.0,0.0,0.0429
4521,1.0,3.0,135.0,0.0444,0.0815,0.0889,0.7481,0.0074,0.0,0.0148,0.0,0.0148,0.3481
4522,1.0,3.0,234.0,0.2393,0.6709,0.0,0.0,0.0,0.0,0.0,0.0,0.0897,0.0983
4523,2.0,1.0,990.0,0.8222,0.0354,0.0061,0.004,0.0061,0.0,0.0394,0.0,0.0869,0.3768
4524,3.0,3.0,11094.0,0.2621,0.2915,0.0392,0.0115,0.0123,0.0094,0.0351,0.0,0.3388,0.3623
4525,4.0,2.0,,,,,,,,,,,
4526,3.0,3.0,149.0,0.0671,0.4966,0.0,0.0268,0.0,0.0,0.0201,0.0,0.3893,0.3557
4527,3.0,1.0,8321.0,0.0812,0.044,0.5745,0.1943,0.0008,0.0041,0.0335,0.0598,0.0077,0.4773
4528,1.0,2.0,223.0,0.0628,0.5022,0.4036,0.0135,0.0,0.0045,0.0135,0.0,0.0,0.1525
4529,1.0,3.0,225.0,0.3733,0.0844,0.2667,0.0089,0.0,0.0,0.0267,0.0,0.24,0.1511
4530,1.0,3.0,786.0,0.2888,0.1145,0.355,0.1183,0.0038,0.0229,0.0916,0.0,0.0051,0.2723
4531,1.0,2.0,272.0,0.4412,0.4044,0.0882,0.0184,0.0074,0.0,0.0294,0.0037,0.0074,0.2206
4532,3.0,2.0,1502.0,0.8402,0.0659,0.0466,0.012,0.0027,0.0007,0.016,0.0007,0.0153,0.1984
4533,1.0,3.0,361.0,0.2576,0.0997,0.338,0.0609,0.0249,0.0083,0.2105,0.0,0.0,0.0997
4534,1.0,2.0,746.0,0.0845,0.4021,0.4316,0.0416,0.0013,0.0,0.0362,0.0,0.0027,0.3686
4535,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4536,1.0,3.0,66.0,0.7273,0.2576,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537,1.0,3.0,167.0,0.5629,0.0898,0.2874,0.0359,0.0,0.0,0.006,0.006,0.012,0.012
4538,1.0,3.0,175.0,0.7771,0.0686,0.0629,0.04,0.0,0.0,0.0057,0.0171,0.0286,0.04
4539,3.0,3.0,517.0,0.5126,0.0561,0.1663,0.0309,0.0174,0.0097,0.0638,0.0,0.1431,0.8472
4540,3.0,2.0,1262.0,0.3265,0.4517,0.1157,0.0222,0.0016,0.0,0.0254,0.0119,0.0452,0.3471
4541,3.0,2.0,559.0,0.3059,0.0376,0.1288,0.3864,0.0018,0.0089,0.1038,0.0054,0.0215,0.254
4542,1.0,3.0,481.0,0.2723,0.4324,0.21,0.0146,0.0,0.0021,0.0582,0.0,0.0104,0.185
4543,1.0,3.0,244.0,0.2541,0.3402,0.2746,0.0492,0.0041,0.0041,0.0738,0.0,0.0,0.918
4544,1.0,3.0,30.0,0.6667,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0333,0.1
4545,1.0,3.0,1031.0,0.5189,0.128,0.2153,0.0136,0.0029,0.001,0.0902,0.0,0.0301,0.9486
4546,1.0,3.0,141.0,0.5674,0.3972,0.0213,0.0071,0.0,0.0,0.0,0.0,0.0071,0.0
4547,1.0,3.0,145.0,0.0966,0.869,0.0207,0.0,0.0,0.0069,0.0069,0.0,0.0,0.0
4548,4.0,2.0,,,,,,,,,,,
4549,1.0,3.0,831.0,0.2335,0.3333,0.278,0.0217,0.0012,0.0012,0.0445,0.0,0.0866,0.3995
4550,1.0,3.0,1576.0,0.1701,0.2989,0.3617,0.0533,0.0076,0.0159,0.0869,0.0006,0.0051,0.1402
4551,1.0,3.0,319.0,0.185,0.4859,0.1473,0.0094,0.0,0.0157,0.0596,0.0,0.0972,0.1944
4552,4.0,3.0,,,,,,,,,,,
4553,4.0,3.0,,,,,,,,,,,
4554,3.0,2.0,1240.0,0.6823,0.0387,0.1548,0.0347,0.0089,0.0,0.0,0.0137,0.0669,0.4492
4555,1.0,3.0,82.0,0.5976,0.3659,0.0122,0.0122,0.0,0.0,0.0122,0.0,0.0,0.0854
4556,1.0,3.0,104.0,0.3365,0.0192,0.4615,0.1154,0.0481,0.0192,0.0,0.0,0.0,0.0865
4557,1.0,3.0,323.0,0.2105,0.3994,0.3251,0.0186,0.0062,0.0,0.0372,0.0,0.0031,0.1146
4558,1.0,3.0,582.0,0.1306,0.1873,0.5378,0.1117,0.0,0.0103,0.0137,0.0,0.0086,0.1804
4559,1.0,3.0,200.0,0.325,0.36,0.1,0.02,0.0,0.005,0.025,0.0,0.165,0.025
4560,2.0,2.0,483.0,0.0414,0.8116,0.1035,0.0,0.0041,0.0,0.0393,0.0,0.0,0.9151
4561,1.0,1.0,25.0,0.88,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.24
4562,1.0,3.0,12.0,0.1667,0.0,0.0833,0.6667,0.0,0.0,0.0,0.0,0.0833,0.5
4563,3.0,2.0,144.0,0.5139,0.0972,0.2778,0.0208,0.0347,0.0069,0.0278,0.0208,0.0,0.6111
4564,1.0,2.0,117.0,0.453,0.4359,0.0342,0.0,0.0085,0.0,0.0684,0.0,0.0,0.3504
4565,1.0,3.0,104.0,0.3654,0.1154,0.1058,0.1731,0.0,0.0,0.0096,0.2115,0.0192,0.1923
4566,1.0,3.0,765.0,0.5163,0.0941,0.1908,0.0444,0.0092,0.0065,0.0222,0.0,0.1163,0.0288
4567,1.0,3.0,75.0,0.8933,0.0667,0.0133,0.0,0.0,0.0,0.0,0.0,0.0267,0.0533
4568,1.0,3.0,45.0,0.1333,0.5556,0.3111,0.0,0.0,0.0,0.0,0.0,0.0,0.0222
4569,1.0,1.0,25.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
4570,3.0,3.0,251.0,0.3506,0.0797,0.1514,0.0478,0.012,0.004,0.0279,0.3068,0.0199,0.5737
4571,1.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
4572,1.0,2.0,25.0,0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.92
4573,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
4574,2.0,3.0,271.0,0.3247,0.5867,0.0295,0.0074,0.0,0.0,0.0,0.0037,0.048,0.8413
4575,1.0,3.0,1568.0,0.4082,0.2513,0.3119,0.0083,0.0057,0.0026,0.0102,0.0013,0.0006,0.5121
4576,2.0,3.0,1710.0,0.145,0.0368,0.3561,0.2175,0.0058,0.0146,0.0468,0.0,0.1772,0.2339
4577,2.0,3.0,402.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891
4578,1.0,3.0,14.0,0.7143,0.0714,0.0714,0.0,0.0714,0.0,0.0,0.0714,0.0,0.0
4579,3.0,2.0,2399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4580,3.0,2.0,631.0,0.3978,0.3154,0.168,0.0491,0.0016,0.0,0.0301,0.0238,0.0143,0.6767
4581,2.0,1.0,1489.0,0.7596,0.086,0.0806,0.0114,0.002,0.0034,0.0504,0.0,0.0067,0.364
4582,1.0,3.0,175.0,0.4743,0.3771,0.1143,0.0114,0.0171,0.0,0.0057,0.0,0.0,0.0743
4583,1.0,3.0,1637.0,0.1258,0.8338,0.0244,0.0018,0.0018,0.0,0.0031,0.0,0.0092,0.4246
4584,3.0,3.0,175.0,0.44,0.1314,0.2229,0.12,0.0114,0.0171,0.0286,0.0,0.0286,0.2457
4585,1.0,3.0,170.0,0.2176,0.1471,0.5118,0.0,0.0294,0.0059,0.0,0.0,0.0882,0.0294
4586,1.0,3.0,56.0,0.5357,0.0357,0.2679,0.0357,0.0179,0.0179,0.0536,0.0,0.0357,0.0893
4587,1.0,3.0,64.0,0.1563,0.4688,0.2969,0.0,0.0156,0.0,0.0313,0.0,0.0313,0.0313
4588,2.0,3.0,1996.0,0.7675,0.0175,0.1172,0.0356,0.005,0.017,0.0175,0.0,0.0225,0.1343
4589,1.0,3.0,493.0,0.1258,0.0487,0.6714,0.0832,0.0122,0.0183,0.0041,0.0142,0.0223,0.503
4590,3.0,3.0,230.0,0.6826,0.0261,0.1696,0.0304,0.0043,0.0087,0.0217,0.0,0.0565,0.1087
4591,1.0,3.0,46.0,0.587,0.3696,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.1957
4592,3.0,3.0,253.0,0.1304,0.4348,0.1779,0.0553,0.004,0.0277,0.1344,0.0,0.0356,0.8063
4593,1.0,3.0,70.0,0.2,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,0.0429
4594,1.0,1.0,773.0,0.9004,0.0556,0.0142,0.0013,0.0039,0.0,0.0246,0.0,0.0,0.3118
4595,1.0,3.0,651.0,0.0753,0.3164,0.4716,0.0154,0.0046,0.0,0.0169,0.0031,0.0968,0.0937
4596,1.0,3.0,1514.0,0.0284,0.0343,0.3289,0.0152,0.0033,0.0033,0.0066,0.0,0.5799,0.5125
4597,1.0,3.0,1182.0,0.0178,0.011,0.2547,0.0118,0.0059,0.0025,0.0964,0.0,0.5998,0.5313
4598,3.0,1.0,10377.0,0.2435,0.3179,0.2565,0.104,0.002,0.0013,0.0392,0.0285,0.007,0.4172
4599,4.0,3.0,,,,,,,,,,,
4600,1.0,3.0,139.0,0.1223,0.0144,0.2806,0.0072,0.0216,0.0072,0.0288,0.0,0.518,0.0288
4601,2.0,3.0,208.0,0.1923,0.0962,0.2933,0.399,0.0,0.0,0.0096,0.0096,0.0,0.2788
4602,1.0,3.0,30.0,0.1333,0.0333,0.6,0.1,0.0,0.0,0.0,0.0,0.1333,0.1
4603,1.0,3.0,165.0,0.0364,0.303,0.303,0.2061,0.0121,0.0061,0.0303,0.103,0.0,0.0303
4604,1.0,3.0,198.0,0.1566,0.096,0.6061,0.1414,0.0,0.0,0.0,0.0,0.0,0.2475
4605,1.0,3.0,1526.0,0.1239,0.1029,0.6166,0.0826,0.0079,0.0072,0.0478,0.0,0.0111,0.1959
4606,2.0,3.0,843.0,0.2266,0.3393,0.1886,0.1874,0.0095,0.0214,0.013,0.0,0.0142,0.5196
4607,1.0,3.0,42.0,0.2857,0.0952,0.0476,0.4762,0.0,0.0,0.0,0.0952,0.0,0.1905
4608,4.0,3.0,,,,,,,,,,,
4609,1.0,3.0,219.0,0.1598,0.1461,0.3425,0.1872,0.0137,0.0411,0.1096,0.0,0.0,0.0959
4610,1.0,3.0,128.0,0.2813,0.0547,0.3359,0.0547,0.0,0.0,0.0313,0.2344,0.0078,0.9375
4611,1.0,3.0,8.0,0.125,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375
4612,1.0,3.0,213.0,0.7512,0.1362,0.0751,0.0047,0.0,0.0047,0.0235,0.0,0.0047,0.9765
4613,1.0,3.0,166.0,0.3494,0.3735,0.241,0.012,0.0,0.0,0.0181,0.0,0.006,0.1386
4614,1.0,3.0,127.0,0.1102,0.8268,0.0394,0.0079,0.0,0.0,0.0157,0.0,0.0,0.0945
4615,1.0,3.0,66.0,0.0152,0.9242,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0455
4616,1.0,3.0,50.0,0.5,0.4,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.2
4617,2.0,3.0,286.0,0.3042,0.4161,0.021,0.0,0.0,0.0,0.0594,0.0,0.1993,0.049
4618,3.0,2.0,416.0,0.3269,0.1082,0.2788,0.0288,0.0024,0.0144,0.0024,0.2067,0.0313,0.5048
4619,1.0,3.0,163.0,0.4233,0.546,0.0245,0.0061,0.0,0.0,0.0,0.0,0.0,0.0859
4620,1.0,3.0,29.0,0.3793,0.4483,0.1379,0.0,0.0,0.0,0.0345,0.0,0.0,0.0
4621,1.0,3.0,96.0,0.6667,0.1563,0.0729,0.0208,0.0104,0.0,0.0,0.0,0.0729,0.0417
4622,1.0,3.0,181.0,0.5249,0.3039,0.0387,0.0221,0.0,0.0055,0.0884,0.0,0.0166,0.2541
4623,1.0,3.0,128.0,0.8125,0.0391,0.0313,0.0469,0.0469,0.0078,0.0156,0.0,0.0,0.0391
4624,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4625,1.0,3.0,333.0,0.2222,0.3604,0.2733,0.036,0.009,0.0,0.033,0.0,0.0661,0.048
4626,1.0,3.0,208.0,0.0192,0.1106,0.8702,0.0,0.0,0.0,0.0,0.0,0.0,0.0817
4627,1.0,3.0,102.0,0.1176,0.6667,0.1569,0.0392,0.0,0.0,0.0196,0.0,0.0,0.0882
4628,1.0,3.0,152.0,0.6974,0.0,0.2237,0.0066,0.0329,0.0066,0.0329,0.0,0.0,0.0526
4629,3.0,3.0,117.0,0.8547,0.0085,0.0769,0.0085,0.0,0.0,0.0513,0.0,0.0,0.0085
4630,1.0,1.0,2481.0,0.7739,0.0109,0.1669,0.0097,0.0069,0.0117,0.0202,0.0,0.0,0.6215
4631,1.0,3.0,17.0,0.2941,0.3529,0.1176,0.0588,0.0,0.0,0.1176,0.0,0.0588,0.0
4632,1.0,3.0,24.0,0.9583,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0417
4633,2.0,3.0,220.0,0.1318,0.4636,0.2955,0.0636,0.0,0.0,0.0136,0.0,0.0318,0.1045
4634,2.0,3.0,196.0,0.5306,0.0357,0.1786,0.1888,0.0102,0.0306,0.0153,0.0,0.0102,0.4643
4635,1.0,3.0,71.0,0.5775,0.0986,0.0423,0.0,0.1268,0.0,0.1549,0.0,0.0,0.0704
4636,2.0,3.0,1232.0,0.1883,0.0252,0.4513,0.0593,0.0114,0.0138,0.0933,0.0,0.1575,0.9683
4637,2.0,1.0,2796.0,0.1799,0.0458,0.6609,0.0469,0.0086,0.0032,0.0308,0.0014,0.0225,0.3644
4638,2.0,3.0,257.0,0.4747,0.1907,0.0467,0.0078,0.0078,0.0,0.0195,0.0,0.2529,0.0623
4639,1.0,3.0,654.0,0.1254,0.581,0.185,0.0122,0.0015,0.0,0.0076,0.0,0.0872,0.0657
4640,1.0,3.0,34.0,0.3824,0.3235,0.0588,0.0,0.0,0.0,0.0,0.0,0.2353,0.0
4641,2.0,3.0,2495.0,0.2313,0.3796,0.1559,0.0413,0.0032,0.0028,0.0236,0.0,0.1623,0.1018
4642,4.0,2.0,,,,,,,,,,,
4643,1.0,3.0,284.0,0.4824,0.1408,0.2676,0.0246,0.0,0.0423,0.0423,0.0,0.0,0.9542
4644,1.0,3.0,150.0,0.0867,0.5733,0.1333,0.0067,0.0067,0.0,0.0333,0.0,0.16,0.0333
4645,2.0,3.0,154.0,0.7208,0.0649,0.1948,0.0195,0.0,0.0,0.0,0.0,0.0,0.9351
4646,1.0,3.0,526.0,0.1578,0.076,0.6141,0.0779,0.0057,0.0133,0.0361,0.0,0.019,0.1711
4647,3.0,3.0,1276.0,0.2672,0.5102,0.1497,0.0086,0.0063,0.0047,0.0353,0.0,0.018,0.2359
4648,1.0,3.0,576.0,0.3316,0.0868,0.2587,0.1493,0.0278,0.0365,0.0938,0.0,0.0156,0.1389
4649,1.0,3.0,123.0,0.0163,0.0569,0.9268,0.0,0.0,0.0,0.0,0.0,0.0,0.9919
4650,1.0,3.0,133.0,0.0301,0.0827,0.8797,0.0075,0.0,0.0,0.0,0.0,0.0,0.9925
4651,1.0,2.0,206.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301
4652,1.0,3.0,688.0,0.2093,0.0814,0.6265,0.0073,0.0058,0.0058,0.0305,0.0,0.0334,0.1919
4653,1.0,3.0,182.0,0.033,0.3022,0.6044,0.0,0.0,0.0,0.0275,0.0275,0.0055,0.0055
4654,1.0,3.0,673.0,0.0743,0.3031,0.419,0.0862,0.0045,0.0045,0.0371,0.0015,0.0698,0.9658
4655,3.0,3.0,37245.0,0.491,0.1561,0.172,0.0256,0.0065,0.0098,0.0463,0.0129,0.0797,0.639
4656,3.0,2.0,79.0,0.0886,0.9114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291
4657,1.0,1.0,62.0,0.2419,0.1452,0.5645,0.0323,0.0,0.0,0.0,0.0,0.0161,0.0484
4658,0.0,3.0,,,,,,,,,,,
4659,1.0,3.0,272.0,0.2978,0.0037,0.136,0.25,0.0,0.011,0.0662,0.0699,0.1654,0.6397
4660,1.0,3.0,85.0,0.0471,0.0118,0.8706,0.0235,0.0118,0.0,0.0118,0.0235,0.0,0.3882
4661,1.0,3.0,121.0,0.1901,0.0579,0.6777,0.0744,0.0,0.0,0.0,0.0,0.0,0.1818
4662,1.0,3.0,44.0,0.6818,0.0,0.2727,0.0227,0.0,0.0,0.0227,0.0,0.0,0.1591
4663,1.0,3.0,157.0,0.4204,0.2994,0.2548,0.0191,0.0,0.0,0.0,0.0,0.0064,0.1338
4664,1.0,3.0,66.0,0.5606,0.2273,0.1212,0.0303,0.0,0.0,0.0303,0.0,0.0303,0.0303
4665,4.0,2.0,,,,,,,,,,,
4666,1.0,3.0,164.0,0.1037,0.6768,0.1098,0.0305,0.0,0.0,0.0122,0.0,0.0671,0.2439
4667,2.0,2.0,63.0,0.0,0.0159,0.9841,0.0,0.0,0.0,0.0,0.0,0.0,0.5714
4668,2.0,3.0,298.0,0.2349,0.5805,0.0805,0.0,0.0134,0.0067,0.0268,0.0,0.057,0.0805
4669,1.0,3.0,83.0,0.3855,0.4819,0.0361,0.012,0.012,0.012,0.0602,0.0,0.0,0.0843
4670,1.0,3.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4671,1.0,3.0,191.0,0.1885,0.4817,0.3089,0.0052,0.0,0.0,0.0105,0.0052,0.0,0.6283
4672,2.0,3.0,93.0,0.6559,0.3011,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.5699
4673,3.0,2.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4674,1.0,3.0,273.0,0.1172,0.3516,0.2674,0.2308,0.0,0.0,0.033,0.0,0.0,0.4725
4675,1.0,3.0,230.0,0.0478,0.4565,0.413,0.0435,0.0,0.0,0.0,0.0,0.0391,0.0826
4676,1.0,3.0,382.0,0.3691,0.4424,0.0052,0.0314,0.0,0.0,0.0131,0.0,0.1387,0.1911
4677,1.0,3.0,45.0,0.4222,0.3111,0.0,0.0222,0.0,0.0,0.1111,0.0,0.1333,0.1333
4678,1.0,3.0,160.0,0.3,0.15,0.0375,0.0063,0.0,0.0063,0.1625,0.0,0.3375,0.0188
4679,1.0,2.0,171.0,0.4737,0.1813,0.1579,0.0234,0.0058,0.0,0.0292,0.0526,0.076,0.4971
4680,1.0,3.0,180.0,0.1444,0.5667,0.2,0.0333,0.0222,0.0,0.0,0.0,0.0333,0.2778
4681,1.0,3.0,21.0,0.1905,0.2381,0.5238,0.0,0.0,0.0476,0.0,0.0,0.0,0.0952
4682,1.0,3.0,70.0,0.7286,0.2571,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0143
4683,1.0,1.0,321.0,0.8069,0.0125,0.1153,0.0156,0.0031,0.0187,0.0218,0.0,0.0062,0.595
4684,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4685,1.0,3.0,172.0,0.3198,0.4535,0.1453,0.0349,0.0116,0.0,0.0,0.0,0.0349,0.0465
4686,3.0,2.0,77.0,0.039,0.0519,0.3896,0.0519,0.013,0.0,0.0,0.4416,0.013,0.3636
4687,1.0,3.0,73.0,0.4795,0.3014,0.1096,0.0274,0.0,0.0,0.0274,0.0274,0.0274,0.2603
4688,3.0,3.0,491.0,0.2749,0.3075,0.3523,0.0305,0.002,0.0061,0.0102,0.0041,0.0122,0.1853
4689,1.0,3.0,169.0,0.0533,0.1302,0.7574,0.0059,0.0,0.0,0.0237,0.0059,0.0237,0.0355
4690,4.0,2.0,,,,,,,,,,,
4691,1.0,3.0,210.0,0.5476,0.1619,0.119,0.0048,0.0048,0.019,0.0714,0.0,0.0714,0.1524
4692,1.0,3.0,261.0,0.3946,0.0843,0.4291,0.0077,0.0038,0.0077,0.0268,0.0038,0.0421,0.1992
4693,1.0,3.0,185.0,0.6324,0.2486,0.0378,0.0,0.0,0.0054,0.0054,0.0,0.0703,0.0378
4694,1.0,3.0,346.0,0.2803,0.1127,0.4827,0.0087,0.0,0.0145,0.0087,0.0,0.0925,0.2225
4695,1.0,3.0,109.0,0.3945,0.2844,0.1101,0.0275,0.0,0.0,0.1835,0.0,0.0,0.0275
4696,1.0,3.0,160.0,0.4563,0.4938,0.0063,0.0063,0.025,0.0,0.0063,0.0,0.0063,0.1938
4697,1.0,3.0,904.0,0.3695,0.4602,0.031,0.0476,0.0066,0.0011,0.0498,0.0,0.0343,0.1803
4698,1.0,3.0,562.0,0.1868,0.6851,0.016,0.0374,0.0125,0.0018,0.032,0.0018,0.0267,0.2705
4699,1.0,3.0,36.0,0.4167,0.1389,0.1111,0.0278,0.0556,0.0278,0.0,0.0,0.2222,0.0833
4700,1.0,3.0,548.0,0.323,0.542,0.0255,0.0018,0.0146,0.0018,0.0018,0.0,0.0894,0.0255
4701,3.0,3.0,267.0,0.2884,0.573,0.0824,0.0037,0.0037,0.0,0.0375,0.0,0.0112,0.2247
4702,4.0,2.0,,,,,,,,,,,
4703,3.0,3.0,1188.0,0.2618,0.6684,0.0194,0.0,0.016,0.0,0.0269,0.0,0.0076,0.181
4704,1.0,3.0,112.0,0.6875,0.1518,0.0357,0.0,0.0089,0.0,0.0804,0.0,0.0357,0.0
4705,1.0,2.0,418.0,0.4976,0.2177,0.0909,0.0263,0.0742,0.0024,0.0144,0.0,0.0766,0.0837
4706,2.0,3.0,496.0,0.7036,0.0403,0.0524,0.0323,0.0181,0.0,0.0363,0.0,0.1169,0.0867
4707,1.0,3.0,68.0,0.2647,0.4559,0.0147,0.0,0.0,0.0,0.0294,0.0,0.2353,0.0294
4708,1.0,3.0,45.0,0.1778,0.3111,0.0,0.0,0.0,0.0,0.0444,0.0,0.4667,0.0222
4709,1.0,3.0,110.0,0.0909,0.7364,0.0636,0.0091,0.0,0.0,0.0545,0.0,0.0455,0.0273
4710,1.0,3.0,115.0,0.8087,0.087,0.0,0.0,0.0,0.0,0.0174,0.0,0.087,0.1739
4711,1.0,3.0,248.0,0.7903,0.0444,0.125,0.004,0.004,0.004,0.0202,0.0,0.0081,0.1452
4712,1.0,3.0,196.0,0.6173,0.1888,0.1173,0.0204,0.0102,0.0051,0.0255,0.0,0.0153,0.0714
4713,1.0,3.0,357.0,0.1232,0.0728,0.6471,0.0672,0.0028,0.0112,0.014,0.0028,0.0588,0.1204
4714,1.0,3.0,199.0,0.3719,0.0653,0.3869,0.0452,0.0151,0.0101,0.0302,0.0151,0.0603,0.0653
4715,1.0,3.0,56.0,0.0357,0.8393,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.7679
4716,1.0,3.0,664.0,0.1867,0.3057,0.2816,0.0633,0.009,0.0196,0.119,0.0,0.0151,0.0256
4717,3.0,3.0,11525.0,0.6028,0.1509,0.0226,0.015,0.0093,0.0058,0.0248,0.0001,0.1688,0.6512
4718,1.0,3.0,158.0,0.5823,0.1139,0.2025,0.0253,0.0253,0.0127,0.0,0.0,0.038,0.5759
4719,1.0,3.0,279.0,0.0358,0.2115,0.6631,0.0573,0.0,0.0179,0.0036,0.0,0.0108,0.0896
4720,1.0,3.0,201.0,0.1095,0.0597,0.204,0.597,0.005,0.0,0.005,0.01,0.01,0.1294
4721,1.0,3.0,11.0,0.3636,0.2727,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4722,1.0,3.0,106.0,0.3868,0.3585,0.1321,0.0189,0.0,0.0,0.0849,0.0094,0.0094,0.0849
4723,4.0,2.0,,,,,,,,,,,
4724,1.0,3.0,52.0,0.1538,0.2308,0.6154,0.0,0.0,0.0,0.0,0.0,0.0,0.1538
4725,2.0,3.0,393.0,0.0305,0.1807,0.7837,0.0025,0.0,0.0,0.0025,0.0,0.0,0.201
4726,1.0,3.0,111.0,0.1712,0.0901,0.6396,0.009,0.018,0.009,0.018,0.0,0.045,0.0811
4727,1.0,3.0,645.0,0.3457,0.2403,0.3333,0.0047,0.0124,0.0078,0.0264,0.0,0.0295,0.0682
4728,1.0,3.0,636.0,0.5393,0.2752,0.1242,0.0189,0.0,0.0094,0.0267,0.0,0.0063,0.0487
4729,1.0,3.0,137.0,0.1095,0.3212,0.5401,0.0219,0.0,0.0,0.0,0.0,0.0073,0.3942
4730,1.0,3.0,29.0,0.8621,0.0345,0.0,0.0,0.0,0.0,0.1034,0.0,0.0,0.1034
4731,1.0,3.0,216.0,0.5602,0.2824,0.0602,0.0093,0.0139,0.0093,0.0556,0.0,0.0093,0.8287
4732,1.0,3.0,197.0,0.8883,0.0305,0.0254,0.0,0.0,0.0,0.0203,0.0,0.0355,0.0203
4733,1.0,3.0,52.0,0.5192,0.0192,0.3077,0.0,0.0,0.0,0.0,0.0,0.1538,0.0385
4734,1.0,3.0,125.0,0.328,0.312,0.2,0.064,0.008,0.0,0.04,0.048,0.0,0.12
4735,1.0,3.0,111.0,0.6577,0.2793,0.009,0.018,0.0,0.0,0.0,0.0,0.036,0.036
4736,1.0,3.0,14.0,0.9286,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714
4737,1.0,3.0,21.0,0.381,0.3333,0.1429,0.0476,0.0,0.0,0.0952,0.0,0.0,0.0476
4738,1.0,3.0,58.0,0.7586,0.1897,0.0172,0.0172,0.0,0.0,0.0,0.0,0.0172,0.1897
4739,1.0,3.0,285.0,0.5018,0.1544,0.2246,0.0211,0.0,0.0,0.0807,0.0,0.0175,0.4
